securLayer,HEXinURL,IPinURL,hostLength,URLlength,pathLength,dashInHOST,dotInHOST,dotInPATH,slashInURL,DigitInHOST,NumOfCertainKeyword,numOfSpecialCharacters,AtInURL,underscoreInHOST,underscoreInPATH,PresenceOfWWW,portRedirect,numOfHexWithePersent,NumberOfForms,numGet,numpost,numberOfOuterSRCinScript,numberOfScript,NumberOfIframe,NumberOfApplet,NumberOfEmbed,NumberOfFrame,NumberOflink,NumberOfNonlink,NumberOfFsubmint,NumberOfInputEmail,NumberOfInputpassword,NumberOfFbutton,alexa,age,target label
1,0,0,25,180,147,0,3,0,10,0,2,13,0,0,0,0,0,9,1,0,1,4,8,0,0,0,0,8,1,0,0,2,0,21821,21,1
0,0,0,32,47,8,4,4,0,4,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8644,21,1
1,0,0,16,35,11,0,2,1,3,0,4,0,0,0,0,0,0,0,1,1,0,12,16,0,0,0,0,61,0,0,0,0,0,1545,21,1
1,0,0,16,25,1,0,2,0,3,0,1,0,0,0,0,1,0,0,2,0,2,20,34,1,0,0,0,58,0,1,1,2,0,3,21,1
0,0,0,13,49,29,0,1,1,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8230,0,0,0,0,0,-1,21,1
0,0,0,13,53,33,0,1,1,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1887,0,0,0,0,0,-1,21,1
0,0,0,13,51,31,0,1,1,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,892,0,0,0,0,0,-1,21,1
0,0,0,13,48,28,0,1,1,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,954,0,0,0,0,0,-1,21,1
0,0,0,13,55,35,0,2,0,8,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,21,1
0,0,0,13,33,13,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1330,0,0,0,0,0,-1,21,1
0,1,0,18,113,88,0,2,3,9,0,4,2,0,0,1,1,0,0,0,0,0,14,18,0,0,0,0,41,0,0,0,0,0,18414651,20,1
1,0,0,17,56,31,0,2,0,5,0,0,0,0,0,0,1,0,0,3,0,3,44,57,3,0,0,0,191,0,3,0,3,0,16235842,20,1
0,1,0,21,149,121,1,2,1,12,0,10,1,0,0,2,0,0,0,1,0,1,19,20,0,0,0,0,6,1,2,0,1,0,13740194,20,1
0,1,0,21,137,109,1,2,0,12,0,8,1,0,0,1,0,0,0,0,0,0,17,18,0,0,0,0,7,1,0,0,0,0,13740194,20,1
0,0,0,21,38,10,0,2,1,3,0,1,0,0,0,0,1,0,0,1,0,1,17,20,0,0,0,0,12,3,0,0,1,0,5834584,20,1
1,0,0,19,101,74,0,2,0,7,0,2,0,0,0,0,1,0,0,2,1,1,13,21,0,0,0,0,115,0,1,0,1,0,786776,20,1
0,0,0,14,22,1,0,2,0,3,0,3,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,2,0,0,0,0,0,560486,20,1
0,0,0,17,25,1,0,2,0,3,0,3,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,2,0,0,0,0,0,560486,20,1
0,0,0,20,28,1,0,2,0,3,11,2,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,1,0,0,0,0,0,560486,20,1
0,0,0,25,33,1,0,2,0,3,0,4,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,1,0,0,0,0,0,560486,20,1
0,0,0,19,27,1,0,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,1,0,0,0,0,0,148865,20,1
0,0,0,20,62,35,0,2,1,5,0,2,0,0,0,0,1,0,0,5,5,0,60,92,22,0,0,0,234,0,0,0,0,0,21282,20,1
1,0,0,24,62,30,0,3,1,4,0,2,0,0,0,0,1,0,0,0,0,0,14,18,2,0,0,0,8,0,0,0,1,0,7750,20,1
0,0,0,34,140,99,4,3,1,6,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,927,20,1
0,0,0,34,121,80,4,3,1,6,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,908,20,1
0,0,0,34,134,93,4,3,1,6,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,907,20,1
1,0,0,16,51,27,0,2,0,5,0,4,0,0,0,0,0,0,0,0,0,0,3,21,0,0,0,0,8,0,0,0,0,0,1,20,1
1,0,0,16,50,26,0,2,0,5,0,5,0,0,0,0,0,0,0,0,0,0,3,21,0,0,0,0,17,0,0,0,0,0,1,20,1
1,0,0,16,52,28,0,2,0,5,0,5,0,0,0,0,0,0,0,0,0,0,3,20,0,0,0,0,17,1,0,0,0,0,1,20,1
1,0,0,16,47,23,0,2,0,5,0,5,0,0,0,0,0,0,0,0,0,0,3,20,0,0,0,0,5,0,0,0,0,0,1,20,1
1,0,0,16,50,26,0,2,0,5,0,4,0,0,0,0,0,0,0,0,0,0,3,20,0,0,0,0,5,0,0,0,0,0,1,20,1
1,0,0,16,45,21,0,2,0,5,0,5,0,0,0,0,0,0,0,0,0,0,3,20,0,0,0,0,5,0,0,0,0,0,1,20,1
1,0,0,16,49,25,0,2,0,5,0,4,0,0,0,0,0,0,0,0,0,0,3,20,0,0,0,0,5,0,0,0,0,0,1,20,1
1,0,0,16,47,23,0,2,0,5,0,6,0,0,0,0,0,0,0,0,0,0,3,20,0,0,0,0,5,0,0,0,0,0,1,20,1
1,0,0,16,50,26,0,2,0,5,0,4,0,0,0,0,0,0,0,0,0,0,3,22,0,0,0,0,11,0,0,0,0,0,1,20,1
1,0,0,16,45,21,0,2,0,5,0,3,0,0,0,0,0,0,0,0,0,0,4,23,0,0,0,0,8,2,0,0,0,0,1,20,1
1,0,0,16,49,25,0,2,0,5,0,3,0,0,0,0,0,0,0,0,0,0,3,21,0,0,0,0,8,2,0,0,0,0,1,20,1
1,0,0,16,51,27,0,2,0,5,0,3,0,0,0,0,0,0,0,0,0,0,3,21,0,0,0,0,7,2,0,0,0,0,1,20,1
1,0,0,16,53,29,0,2,0,5,0,4,0,0,0,0,0,0,0,0,0,0,3,21,0,0,0,0,4,0,0,0,0,0,1,20,1
1,0,0,16,49,25,0,2,0,5,0,3,0,0,0,0,0,0,0,0,0,0,3,20,0,0,0,0,7,2,0,0,0,0,1,20,1
1,0,0,16,48,24,0,2,0,5,0,4,0,0,0,0,0,0,0,0,0,0,3,21,0,0,0,0,10,2,0,0,0,0,1,20,1
1,0,0,16,48,24,0,2,0,5,0,5,0,0,0,0,0,0,0,0,0,0,3,21,0,0,0,0,8,0,0,0,0,0,1,20,1
1,0,0,16,39,15,0,2,0,5,0,3,0,0,0,0,0,0,0,0,0,0,3,22,0,0,0,0,8,2,0,0,0,0,1,20,1
1,0,0,16,42,18,0,2,0,5,0,3,0,0,0,0,0,0,0,0,0,0,3,21,0,0,0,0,8,2,0,0,0,0,1,20,1
1,0,0,16,49,25,0,2,0,5,0,4,0,0,0,0,0,0,0,0,0,0,3,21,0,0,0,0,10,2,0,0,0,0,1,20,1
1,0,0,16,42,18,0,2,0,5,0,3,0,0,0,0,0,0,0,0,0,0,4,23,0,0,0,0,8,2,0,0,0,0,1,20,1
1,0,0,16,49,25,0,2,0,5,0,6,0,0,0,0,0,0,0,0,0,0,3,20,0,0,0,0,7,2,0,0,0,0,1,20,1
1,0,0,16,50,26,0,2,0,5,0,5,0,0,0,0,0,0,0,0,0,0,3,21,0,0,0,0,7,2,0,0,0,0,1,20,1
1,0,0,16,55,31,0,2,0,5,0,5,0,0,0,0,0,0,0,0,0,0,3,21,0,0,0,0,8,2,0,0,0,0,1,20,1
1,0,0,16,49,25,0,2,0,5,0,4,0,0,0,0,0,0,0,0,0,0,3,22,0,0,0,0,10,2,0,0,0,0,1,20,1
1,0,0,16,48,24,0,2,0,5,0,5,0,0,0,0,0,0,0,0,0,0,3,21,0,0,0,0,7,2,0,0,0,0,1,20,1
1,0,0,16,53,29,0,2,0,5,0,5,0,0,0,0,0,0,0,0,0,0,3,20,0,0,0,0,7,2,0,0,0,0,1,20,1
1,0,0,16,49,25,0,2,0,5,0,5,0,0,0,0,0,0,0,0,0,0,3,20,0,0,0,0,7,2,0,0,0,0,1,20,1
1,0,0,15,105,82,0,2,0,6,0,5,2,0,0,2,0,0,0,1,0,1,3,7,0,0,0,0,4,0,0,0,0,0,1,20,1
1,0,0,16,50,26,0,2,0,5,0,5,0,0,0,0,0,0,0,0,0,0,3,22,0,0,0,0,7,2,0,0,0,0,1,20,1
1,0,0,16,51,27,0,2,0,5,0,4,0,0,0,0,0,0,0,0,0,0,4,23,0,0,0,0,7,0,0,0,0,0,1,20,1
1,0,0,16,49,25,0,2,0,5,0,4,0,0,0,0,0,0,0,0,0,0,4,23,0,0,0,0,7,0,0,0,0,0,1,20,1
1,0,0,16,43,19,0,2,0,5,0,4,0,0,0,0,0,0,0,0,0,0,3,21,0,0,0,0,8,0,0,0,0,0,1,20,1
1,0,0,16,45,21,0,2,0,5,0,5,0,0,0,0,0,0,0,0,0,0,3,22,0,0,0,0,8,0,0,0,0,0,1,20,1
1,0,0,16,45,21,0,2,0,5,0,4,0,0,0,0,0,0,0,0,0,0,3,20,0,0,0,0,12,1,0,0,0,0,1,20,1
1,0,0,16,48,24,0,2,0,5,0,5,0,0,0,0,0,0,0,0,0,0,3,21,0,0,0,0,18,1,0,0,0,0,1,20,1
0,0,0,12,51,32,0,1,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,20,1
1,0,0,16,45,21,0,2,0,5,0,4,0,0,0,0,0,0,0,0,0,0,3,21,0,0,0,0,12,1,0,0,0,0,1,20,1
1,0,0,16,42,18,0,2,0,5,0,3,0,0,0,0,0,0,0,0,0,0,4,23,0,0,0,0,7,0,0,0,0,0,1,20,1
1,0,0,16,42,18,0,2,0,5,0,3,0,0,0,0,0,0,0,0,0,0,3,22,0,0,0,0,7,0,0,0,0,0,1,20,1
1,0,0,16,43,19,0,2,0,5,0,3,0,0,0,0,0,0,0,0,0,0,3,22,0,0,0,0,7,0,0,0,0,0,1,20,1
1,0,0,16,44,20,0,2,0,5,0,4,0,0,0,0,0,0,0,0,0,0,3,21,0,0,0,0,17,1,0,0,0,0,1,20,1
1,0,0,16,47,23,0,2,0,5,0,4,0,0,0,0,0,0,0,0,0,0,3,20,0,0,0,0,5,0,0,0,0,0,1,20,1
1,0,0,16,47,23,0,2,0,5,0,4,0,0,0,0,0,0,0,0,0,0,10,29,3,0,0,0,4,1,0,0,0,0,1,20,1
1,0,0,16,43,19,0,2,0,5,0,3,0,0,0,0,0,0,0,0,0,0,4,23,0,0,0,0,7,0,0,0,0,0,1,20,1
1,0,0,16,41,17,0,2,0,5,0,3,0,0,0,0,0,0,0,0,0,0,3,21,0,0,0,0,17,1,0,0,0,0,1,20,1
1,0,0,16,53,29,0,2,0,5,0,3,0,0,0,0,0,0,0,0,0,0,3,21,3,0,0,0,55,2,0,0,0,0,1,20,1
1,0,0,16,45,21,0,2,0,5,0,3,0,0,0,0,0,0,0,0,0,0,3,21,0,0,0,0,7,2,0,0,0,0,1,20,1
0,0,0,26,64,31,3,2,1,4,3,4,0,0,0,1,0,0,0,1,0,1,1,3,0,0,0,0,4,0,0,0,1,0,-1,20,1
0,0,0,15,35,13,0,2,0,5,0,1,0,0,0,0,0,0,0,1,0,1,4,5,0,0,0,0,3,7,1,1,1,0,-1,20,1
0,0,0,20,28,1,0,3,0,3,0,1,0,0,0,0,1,0,0,1,1,0,6,14,0,0,0,0,16,0,0,0,0,0,-1,20,1
0,0,0,15,41,19,1,1,1,4,0,1,0,0,0,0,0,0,0,5,0,5,0,2,0,0,0,0,10,0,5,0,5,0,-1,20,1
0,0,0,13,30,10,0,2,0,5,0,1,0,0,0,0,0,0,0,1,0,1,4,5,0,0,0,0,3,6,1,1,1,0,-1,20,1
0,0,0,15,23,1,0,3,0,3,0,0,0,0,0,0,1,0,0,1,0,1,8,15,4,0,0,0,118,0,0,0,0,0,-1,20,1
0,0,0,13,49,29,0,1,0,6,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,9,0,0,0,0,0,-1,20,1
0,0,0,13,70,50,0,1,1,7,0,4,2,0,0,0,0,0,0,1,0,1,4,6,0,0,0,0,6,0,1,0,1,0,-1,20,1
0,0,0,26,148,115,3,3,6,5,7,2,3,0,0,1,0,0,0,1,0,1,1,3,0,0,0,0,46,0,1,0,1,0,364905,19,1
0,0,0,29,37,1,3,2,0,3,0,5,0,0,0,0,0,0,0,0,0,0,7,15,1,0,0,0,0,0,0,0,0,0,185677,19,1
0,0,0,23,84,54,0,3,2,5,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,131927,19,1
0,0,0,17,52,28,0,2,1,5,0,0,0,0,0,0,1,0,0,1,0,1,17,38,7,0,0,0,15,0,1,0,1,0,10937,19,1
0,0,0,17,48,24,0,2,1,5,0,0,0,0,0,7,1,0,0,1,0,1,15,36,5,0,0,0,15,0,1,0,1,0,10937,19,1
1,0,0,14,35,13,0,2,0,4,1,4,2,0,0,0,1,0,0,1,0,1,37,40,7,0,0,0,52,0,0,0,1,0,2142,19,1
0,0,0,17,25,1,0,1,0,3,0,0,0,0,0,0,0,0,0,1,1,0,5,7,0,0,0,0,3,0,0,0,2,0,-1,19,1
0,0,0,17,54,30,0,2,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,19,1
0,0,0,17,42,18,0,1,1,5,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,-1,19,1
0,0,0,17,40,16,0,1,1,5,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,10,0,0,0,1,0,-1,19,1
1,0,0,11,45,26,0,1,1,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19684611,18,1
0,0,0,18,66,41,0,2,1,6,0,3,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,7,0,1,0,1,0,10986268,18,1
0,0,0,17,34,10,0,3,1,3,0,1,0,0,0,0,1,0,0,1,0,1,12,16,0,0,0,0,8,1,0,0,0,0,10441452,18,1
0,0,0,16,78,55,0,2,6,4,0,1,0,0,0,0,0,0,0,2,0,2,15,18,0,0,0,0,96,2,0,0,0,0,9757477,18,1
0,0,0,12,132,113,1,1,1,5,0,5,0,0,0,0,0,0,0,3,2,1,10,13,1,0,0,0,68,0,3,1,0,0,9579710,18,1
0,0,0,14,69,48,0,1,2,8,0,4,0,0,0,0,0,0,0,2,1,1,7,9,0,0,0,0,19,1,2,0,2,0,7387326,18,1
1,0,0,25,34,1,0,2,0,3,0,1,0,0,0,0,1,0,0,2,1,1,56,79,1,0,0,0,233,0,1,1,0,0,2724911,18,1
1,0,0,25,34,1,0,2,0,3,0,1,0,0,0,0,1,0,0,2,1,1,38,61,1,0,0,0,158,0,1,1,0,0,2724911,18,1
0,0,0,22,56,27,0,2,0,5,0,1,0,0,0,0,1,0,0,1,0,1,3,11,0,0,0,0,12,0,0,0,1,0,801327,18,1
0,1,0,13,91,71,0,2,0,11,0,1,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,60,0,2,0,0,0,586858,18,1
1,1,0,13,92,71,0,2,0,11,0,1,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,60,0,2,0,0,0,586858,18,1
1,1,0,13,92,71,0,2,0,11,0,1,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,60,0,2,0,0,0,581027,18,1
0,0,0,16,34,11,0,2,0,4,0,0,0,0,0,0,1,0,0,5,2,3,39,43,5,0,0,0,190,4,0,0,1,0,139021,18,1
1,0,0,34,110,68,0,3,1,6,0,5,4,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,14,2,0,0,0,0,89821,18,1
1,0,0,34,110,68,0,3,1,6,0,5,4,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,14,2,0,0,0,0,89373,18,1
0,0,0,23,135,105,0,2,6,5,3,4,4,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,17755,18,1
0,0,0,23,87,57,0,2,4,5,3,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,17755,18,1
0,0,0,23,101,71,0,2,4,5,3,2,2,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,17755,18,1
0,0,0,23,122,92,0,2,4,5,3,4,7,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,17755,18,1
0,0,0,23,114,84,0,2,4,5,3,4,5,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,17755,18,1
1,0,0,33,76,35,0,3,0,4,6,0,4,0,0,2,0,0,0,1,0,1,6,22,0,0,0,0,3,0,1,0,2,0,1113,18,1
1,0,0,33,76,35,0,3,0,4,6,0,4,0,0,2,0,0,0,1,0,1,3,17,0,0,0,0,2,0,1,0,0,0,1101,18,1
1,0,0,14,132,110,0,2,2,4,0,3,6,0,0,2,1,0,0,1,1,0,3,10,0,0,0,0,12,4,0,1,2,0,72,18,1
1,0,0,16,132,108,0,2,1,4,0,1,2,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,48,18,1
1,0,0,28,86,50,0,2,0,7,0,1,0,0,0,0,0,0,0,2,1,1,16,41,7,0,0,0,64,1,2,1,0,0,-1,18,1
1,0,0,23,71,40,0,2,0,7,0,4,0,0,0,0,0,0,0,4,3,1,19,40,7,0,0,0,237,1,4,1,0,0,-1,18,1
0,0,0,14,28,7,0,1,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,18,1
0,0,0,11,49,31,0,1,2,3,0,3,2,1,0,0,0,0,0,1,0,1,3,7,0,0,0,0,1,0,1,0,1,0,-1,18,1
0,0,0,14,53,32,0,1,1,6,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,-1,18,1
0,0,0,6,32,19,0,1,2,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14052634,17,1
0,0,0,17,61,37,0,1,2,3,0,3,2,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,12853216,17,1
0,0,0,17,156,132,0,1,3,3,0,6,20,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,12853216,17,1
0,0,0,22,90,61,0,2,0,7,0,5,0,0,0,1,1,0,0,0,0,0,13,19,0,0,0,0,41,0,0,0,0,0,11002695,17,1
0,1,0,22,150,121,0,2,0,3,0,3,8,0,0,1,1,0,0,0,0,0,14,22,0,0,0,0,58,0,0,0,0,0,11002695,17,1
0,0,0,16,48,25,0,2,0,6,0,3,0,0,0,1,0,0,0,1,0,1,2,3,0,0,0,0,0,0,1,0,1,0,7725587,17,1
1,0,0,15,240,217,0,1,3,3,0,11,24,0,0,9,0,0,1,0,0,0,13,15,0,0,0,0,71,0,0,0,0,0,3820660,17,1
1,0,0,24,91,59,0,3,0,4,1,2,0,0,0,0,0,0,0,1,1,0,30,38,1,0,0,0,265,0,1,0,0,0,1973227,17,1
0,0,0,29,37,1,0,2,0,3,3,3,0,0,0,0,0,0,0,1,0,1,1,3,1,0,0,0,0,0,1,0,2,0,747694,17,1
1,0,0,17,26,1,0,2,0,3,0,0,0,0,0,0,1,0,0,1,0,1,37,54,0,0,0,0,34,0,1,1,0,0,700219,17,1
1,0,0,17,26,1,0,2,0,3,0,0,0,0,0,0,1,0,0,1,0,1,42,59,0,0,0,0,34,0,1,1,0,0,700219,17,1
0,0,0,19,49,23,0,3,1,4,0,2,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,637522,17,1
1,0,0,22,248,218,0,2,3,3,0,2,20,0,0,2,1,0,16,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,204973,17,1
0,0,0,24,32,1,0,2,0,3,1,1,0,0,0,0,0,0,0,2,0,2,6,20,2,0,0,0,53,0,1,1,2,0,28314,17,1
1,1,0,19,257,230,0,2,4,5,1,7,14,0,0,1,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5378,17,1
1,0,0,21,53,24,0,3,0,3,0,3,2,0,0,0,0,0,0,3,3,0,21,23,0,0,0,0,83,3,0,0,0,0,348,17,1
1,0,0,13,200,179,0,2,2,3,0,3,26,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,40,17,1
1,0,0,19,56,29,0,1,1,6,0,3,0,0,0,2,0,0,0,1,0,1,1,4,0,0,0,0,3,0,1,0,1,0,-1,17,1
0,0,0,19,55,29,0,1,1,6,0,3,0,0,0,2,0,0,0,1,0,1,1,4,0,0,0,0,3,0,1,0,1,0,-1,17,1
0,0,0,19,58,32,0,1,1,6,0,4,0,0,0,1,0,0,0,1,0,1,1,4,0,0,0,0,3,0,1,0,1,0,-1,17,1
1,0,0,19,59,32,0,1,1,6,0,4,0,0,0,1,0,0,0,1,0,1,1,4,0,0,0,0,3,0,1,0,1,0,-1,17,1
0,1,0,14,192,171,0,1,1,7,0,8,5,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,9,0,1,0,1,0,-1,17,1
0,1,0,23,71,41,1,2,0,5,0,1,0,0,0,0,1,0,0,1,0,1,4,5,0,0,0,0,3,0,1,1,1,0,-1,17,1
0,1,0,10,60,43,0,1,0,6,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,5,1,0,1,1,0,-1,17,1
0,0,0,20,42,15,0,2,0,5,0,1,0,0,0,0,1,0,0,1,0,1,4,5,0,0,0,0,3,6,1,1,1,0,-1,17,1
0,0,0,20,34,7,0,2,0,4,0,0,0,0,0,0,1,0,0,0,0,0,3,8,1,0,0,0,19,1,0,0,0,0,-1,17,1
0,0,0,24,51,20,0,1,1,5,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,-1,17,1
0,1,0,14,160,139,0,1,1,7,0,9,5,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,9,0,1,0,1,0,-1,17,1
0,1,0,14,123,102,0,1,1,8,0,11,9,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,9,0,1,0,1,0,-1,17,1
0,0,0,19,65,39,0,1,1,6,0,5,2,0,0,2,0,0,0,1,0,1,1,4,0,0,0,0,3,0,1,0,1,0,-1,17,1
0,0,0,19,66,40,0,1,1,6,0,5,2,0,0,2,0,0,0,1,0,1,1,4,0,0,0,0,3,0,1,0,1,0,-1,17,1
0,0,1,13,50,30,0,3,3,5,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,17,1
0,0,0,11,247,229,0,1,13,4,0,11,28,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,17,1
0,0,0,23,57,27,0,2,0,7,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,17,1
0,0,0,10,31,14,0,1,0,6,0,0,0,0,0,0,0,0,0,1,0,1,4,5,0,0,0,0,3,0,1,1,1,0,-1,17,1
0,0,0,14,35,14,0,2,0,6,0,0,0,0,0,0,1,0,0,1,0,1,4,5,0,0,0,0,3,0,1,1,1,0,-1,17,1
0,0,0,18,63,38,0,1,1,7,0,3,1,0,0,0,0,0,0,1,0,1,1,4,0,0,0,0,3,0,1,0,1,0,-1,17,1
0,0,0,21,46,18,0,2,0,5,0,1,0,0,0,0,1,0,0,5,0,5,0,6,0,0,0,0,10,0,5,0,5,0,-1,17,1
0,1,0,14,64,43,0,2,0,6,0,0,0,0,0,0,1,0,0,1,0,1,1,2,0,0,0,0,5,1,0,1,1,0,-1,17,1
0,0,0,19,68,42,0,1,1,6,0,6,2,0,0,1,0,0,0,1,0,1,1,4,0,0,0,0,3,0,1,0,1,0,-1,17,1
0,0,0,11,24,6,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,-1,17,1
0,0,0,16,29,6,0,2,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,-1,17,1
0,0,0,11,34,16,0,1,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,-1,17,1
0,0,0,16,39,16,0,2,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,-1,17,1
0,0,0,18,62,37,0,2,1,6,0,2,0,0,0,1,1,0,0,0,0,0,6,11,2,0,1,0,0,0,0,0,0,0,18458122,16,1
0,1,0,18,86,61,0,1,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,8682223,16,1
0,0,0,19,46,20,0,2,1,4,0,3,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8232826,16,1
0,0,0,13,39,19,0,1,1,6,0,2,0,0,0,0,0,0,0,0,0,0,7,14,0,0,0,0,92,0,0,0,0,0,7138212,16,1
0,0,0,17,43,19,0,2,1,6,0,2,0,0,0,0,1,0,0,0,0,0,7,14,0,0,0,0,92,0,0,0,0,0,7138212,16,1
0,1,0,17,118,94,0,2,1,9,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3452230,16,1
1,0,0,25,48,15,2,2,0,4,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2763587,16,1
0,0,0,18,26,1,0,2,0,3,0,0,0,0,0,0,0,0,0,1,0,1,14,21,0,0,0,0,1,0,1,1,0,0,212000,16,1
1,0,0,11,41,22,0,1,1,3,0,1,2,0,0,0,0,0,0,0,0,0,27,33,3,0,0,0,1,0,0,0,0,0,6786,16,1
1,0,0,11,41,22,0,1,1,3,0,1,2,0,0,0,0,0,0,0,0,0,26,32,4,0,0,0,1,0,0,0,0,0,6786,16,1
1,0,0,11,42,23,0,1,1,3,0,1,2,0,0,0,0,0,0,0,0,0,26,32,2,0,0,0,1,0,0,0,0,0,6778,16,1
1,0,0,11,42,23,0,1,1,3,0,1,2,0,0,0,0,0,0,0,0,0,25,31,4,0,0,0,1,0,0,0,0,0,6778,16,1
1,0,0,11,42,23,0,1,1,3,0,1,2,0,0,0,0,0,0,0,0,0,26,32,3,0,0,0,1,0,0,0,0,0,6778,16,1
1,0,0,24,43,11,1,2,1,3,0,2,0,0,0,0,0,0,0,1,1,0,9,35,1,0,0,0,12,0,0,0,0,0,1229,16,1
1,0,0,13,22,1,0,2,0,3,0,1,0,0,0,0,1,0,0,3,3,0,13,141,2,0,0,0,245,7,2,0,0,0,208,16,1
0,0,0,25,52,20,0,2,1,5,0,3,0,0,0,0,1,0,0,1,0,1,5,7,0,0,0,0,9,6,1,1,1,0,-1,16,1
0,0,0,12,54,35,0,2,0,6,0,5,0,0,0,0,0,0,0,1,0,1,12,17,0,0,0,0,58,0,1,0,0,0,-1,16,1
0,0,0,13,24,4,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,1,4,5,0,0,0,0,1,6,1,1,1,0,-1,16,1
0,0,0,21,36,8,0,2,1,3,0,1,0,0,0,0,1,0,0,1,0,1,7,20,4,0,0,0,13,0,1,0,1,0,-1,16,1
